P_DAY,RANK_ORDER,TRACK,ARTIST,ISRC,CHART_TYPE,COUNTRY,METRIC_TYPE
2025-08-14,43,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2024-10-03,144,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-10-03,121,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-10-03,180,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-10-03,94,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-10-03,60,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-10-03,57,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-10-03,148,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-10-03,139,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2023-06-29,31,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-06-29,187,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-06-29,51,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-06-29,49,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-06-29,8,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-06-29,172,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-06-29,197,AMARGURA,KAROL G,USUM72222552,Top 200,US,most_streamed
2023-06-29,187,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-12-14,49,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-12-14,27,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-12-14,107,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-12-14,123,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2023-12-28,49,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-12-28,78,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-12-28,79,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2023-12-28,144,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-07-20,155,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2025-08-14,191,"Sally, When The Wine Runs Out",ROLE MODEL,USUM72500706,Top 200,US,most_streamed
2025-08-14,169,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2023-07-27,38,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-07-27,133,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-07-27,76,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-07-27,51,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-07-27,15,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-07-27,183,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-07-27,133,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2025-10-16,50,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-10-16,173,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-10-16,199,"Sally, When The Wine Runs Out",ROLE MODEL,USUM72500706,Top 200,US,most_streamed
2022-07-28,144,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-07-28,96,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-07-28,81,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-07-28,38,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-07-28,177,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-07-28,81,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2023-07-06,37,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2021-11-18,132,Good Days,SZA,,Top 200,US,most_streamed
2021-11-18,152,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2021-11-18,197,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2021-11-18,154,Do It To It,ACRAZE,QZFPL2100100,Top 200,US,most_streamed
2021-11-18,31,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2021-11-18,136,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2021-11-18,105,MONEY,LISA,KRA402100099,Top 200,US,most_streamed
2022-09-29,18,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-09-29,102,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-09-29,110,World's Smallest Violin,AJR,,Top 200,US,most_streamed
2022-09-29,70,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-09-29,182,Good Days,SZA,,Top 200,US,most_streamed
2022-09-29,29,Shut Down,BLACKPINK,KRA402200020,Top 200,US,most_streamed
2022-09-29,67,Pink Venom,BLACKPINK,KRA402200017,Top 200,US,most_streamed
2023-07-20,30,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-07-20,74,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-07-20,155,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-03-09,125,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-03-09,159,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-03-09,29,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-03-09,117,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-03-09,37,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-03-09,142,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-03-09,99,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-03-09,3,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-03-09,78,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-03-09,52,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-03-09,123,HOPE,NF,USUM72300445,Top 200,US,most_streamed
2023-03-09,154,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2024-06-13,180,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-06-13,159,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-06-13,137,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-06-13,57,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-06-13,99,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-06-13,40,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-05-22,169,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-05-22,119,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-05-22,182,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2025-05-22,125,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-05-22,177,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2026-01-15,14,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-01-15,93,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-01-15,15,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2026-01-15,70,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-01-15,80,Internet Girl,KATSEYE,USUM72512688,Top 200,US,most_streamed
2024-12-26,85,Diamond Boy (DTM),SZA,USRC12403825,Top 200,US,most_streamed
2024-12-26,112,Another Life,SZA,USRC12403849,Top 200,US,most_streamed
2024-12-26,105,Kitchen,SZA,USRC12403848,Top 200,US,most_streamed
2024-12-26,136,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-12-26,78,Scorsese Baby Daddy,SZA,USRC12403827,Top 200,US,most_streamed
2024-12-26,169,Low,SZA,USRC12204586,Top 200,US,most_streamed
2024-12-26,123,Love Me 4 Me,SZA,USRC12403828,Top 200,US,most_streamed
2024-12-26,77,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-12-26,44,30 For 30 (with Kendrick Lamar),SZA,USRC12403853,Top 200,US,most_streamed
2024-12-26,101,No More Hiding,SZA,USRC12403823,Top 200,US,most_streamed
2024-12-26,72,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-12-26,110,Crybaby,SZA,USRC12403847,Top 200,US,most_streamed
2024-12-26,135,Chill Baby,SZA,USRC12403829,Top 200,US,most_streamed
2024-12-26,81,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-12-26,88,What Do I Do,SZA,USRC12403824,Top 200,US,most_streamed
2024-12-26,138,My Turn,SZA,USRC12403830,Top 200,US,most_streamed
2024-12-26,63,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2024-12-26,103,Drive,SZA,USRC12403822,Top 200,US,most_streamed
2024-12-26,75,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2022-10-20,83,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-10-20,125,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-10-20,21,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-10-20,99,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-10-20,117,Shut Down,BLACKPINK,KRA402200020,Top 200,US,most_streamed
2023-02-02,169,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2023-02-02,51,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-02-02,19,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-02-02,29,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-02-02,139,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2023-02-02,21,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-02-02,73,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-02-02,2,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-02-02,34,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-02-02,85,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-02-02,146,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-02-02,196,MOONLIGHT SUNRISE,TWICE,US5TA2200206,Top 200,US,most_streamed
2023-02-02,11,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-02-02,196,MOONLIGHT SUNRISE,TWICE,US5TA2200206,Top 200,US,most_streamed
2025-09-11,53,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-09-11,50,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-09-11,106,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-09-11,186,Touch,KATSEYE,USUM72407248,Top 200,US,most_streamed
2025-09-11,55,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-09-11,180,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-09-11,130,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2022-07-21,148,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-07-21,119,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-07-21,76,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-07-21,33,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-07-21,200,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-07-21,76,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2023-07-20,9,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-07-20,46,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-07-20,89,S91,KAROL G,USUG12305255,Top 200,US,most_streamed
2023-07-20,164,AMARGURA,KAROL G,USUM72222552,Top 200,US,most_streamed
2023-01-12,161,F2F,SZA,USRC12204596,Top 200,US,most_streamed
2023-01-12,88,Special,SZA,USRC12204597,Top 200,US,most_streamed
2023-01-12,30,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-01-12,14,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-01-12,106,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2023-01-12,41,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-01-12,172,Notice Me,SZA,USRC12204592,Top 200,US,most_streamed
2023-01-12,12,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-01-12,129,SOS,SZA,USRC12204583,Top 200,US,most_streamed
2023-01-12,24,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-01-12,1,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-01-12,147,Gone Girl,SZA,USRC12204593,Top 200,US,most_streamed
2023-01-12,17,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-01-12,46,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2023-01-12,61,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2023-01-12,8,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-04-14,195,this is what falling in love feels like,JVKE,GBKPL2163189,Top 200,US,most_streamed
2022-04-14,85,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-04-14,158,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-04-14,46,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-04-14,38,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-04-14,30,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-04-14,58,LONDON (feat. J. Cole),BIA,USSM12200193,Top 200,US,most_streamed
2022-04-14,136,Ni**as In Paris,JAY-Z,USUM71111621,Top 200,US,most_streamed
2022-04-14,97,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-04-14,123,Good Days,SZA,,Top 200,US,most_streamed
2022-04-14,121,Flower Shops (feat. Morgan Wallen),ERNEST,QZ22S2100091,Top 200,US,most_streamed
2022-04-14,58,LONDON (feat. J. Cole),BIA,USSM12200193,Top 200,US,most_streamed
2022-04-14,30,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2023-06-08,20,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-06-08,48,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-06-08,57,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-06-08,143,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-06-08,197,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-06-08,7,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-10-30,52,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-10-30,180,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-10-30,106,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-30,99,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-10-30,193,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-09-11,53,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-09-11,50,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2023-12-07,166,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-12-07,29,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-12-07,34,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-12-07,99,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-12-07,174,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2023-06-22,29,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-06-22,181,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-06-22,192,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-06-22,45,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-06-22,143,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-06-22,50,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-06-22,7,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-06-22,192,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-11-28,189,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-11-28,84,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-11-28,85,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-11-28,181,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-11-28,173,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-11-28,146,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2024-11-28,121,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2022-10-06,18,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-10-06,117,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-10-06,106,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-10-06,200,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-10-06,109,Pink Venom,BLACKPINK,KRA402200017,Top 200,US,most_streamed
2022-10-06,43,Shut Down,BLACKPINK,KRA402200020,Top 200,US,most_streamed
2022-10-06,71,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-02-03,27,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-02-10,125,Do It To It,ACRAZE,QZFPL2100100,Top 200,US,most_streamed
2022-02-10,92,Scared Money (feat. J. Cole and Moneybagg Yo),YG,,Top 200,US,most_streamed
2024-10-31,187,Moonlit Floor (Kiss Me),LISA,USRC12402958,Top 200,US,most_streamed
2024-10-31,63,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-10-31,183,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-10-31,79,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-10-31,163,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-10-31,122,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-10-31,156,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-10-31,141,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-11-27,18,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-11-27,61,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-01-22,14,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-01-22,187,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-01-22,148,Internet Girl,KATSEYE,USUM72512688,Top 200,US,most_streamed
2026-01-22,80,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2022-04-07,145,Ni**as In Paris,JAY-Z,USUM71111621,Top 200,US,most_streamed
2022-04-07,84,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-04-07,113,Good Days,SZA,,Top 200,US,most_streamed
2022-04-07,156,Flower Shops (feat. Morgan Wallen),ERNEST,QZ22S2100091,Top 200,US,most_streamed
2022-04-07,44,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-04-07,73,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-04-07,147,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-04-07,188,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-04-07,49,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-04-07,30,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-04-07,193,this is what falling in love feels like,JVKE,GBKPL2163189,Top 200,US,most_streamed
2022-04-07,44,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-12-29,77,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2022-12-29,145,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-12-29,90,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-12-29,69,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2022-12-29,141,Notice Me,SZA,USRC12204592,Top 200,US,most_streamed
2022-12-29,200,Conceited,SZA,USRC12204587,Top 200,US,most_streamed
2022-12-29,73,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2022-12-29,28,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2022-12-29,2,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2022-12-29,37,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2022-12-29,135,F2F,SZA,USRC12204596,Top 200,US,most_streamed
2022-12-29,103,Special,SZA,USRC12204597,Top 200,US,most_streamed
2022-12-29,114,SOS,SZA,USRC12204583,Top 200,US,most_streamed
2022-12-29,29,Low,SZA,USRC12204586,Top 200,US,most_streamed
2022-12-29,42,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2022-12-29,178,Smoking on my Ex Pack,SZA,USRC12204594,Top 200,US,most_streamed
2022-12-29,127,Gone Girl,SZA,USRC12204593,Top 200,US,most_streamed
2022-12-29,139,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-12-29,30,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2021-12-02,137,MONEY,LISA,KRA402100099,Top 200,US,most_streamed
2023-10-12,161,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-10-12,178,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-10-12,33,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-10-12,36,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-10-12,100,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2022-05-05,130,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-05-05,160,Good Days,SZA,,Top 200,US,most_streamed
2022-05-05,20,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-05-05,102,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-05-05,68,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-05-05,199,this is what falling in love feels like,JVKE,GBKPL2163189,Top 200,US,most_streamed
2022-05-05,20,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-05-05,28,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-09-01,161,Raydar,JID,USUM72214812,Top 200,US,most_streamed
2022-09-01,122,Talk that Talk,TWICE,US5TA2200073,Top 200,US,most_streamed
2022-09-01,23,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-09-01,133,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-09-01,110,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-09-01,122,Talk that Talk,TWICE,US5TA2200073,Top 200,US,most_streamed
2022-09-01,20,Pink Venom,BLACKPINK,KRA402200017,Top 200,US,most_streamed
2022-09-01,172,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-09-01,172,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-09-01,48,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2024-12-12,149,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-12-12,98,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-12-12,110,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-12-12,88,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-12-12,190,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-12-12,133,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-12-12,182,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2024-12-12,186,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-12-12,136,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2022-05-26,142,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-05-26,120,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-05-26,50,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-05-26,50,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-05-26,38,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2026-02-26,169,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-02-26,24,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2022-01-13,27,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-01-13,92,Good Days,SZA,,Top 200,US,most_streamed
2022-01-13,103,Flower Shops (feat. Morgan Wallen),ERNEST,,Top 200,US,most_streamed
2022-01-20,134,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-01-20,180,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-01-20,76,Do It To It,ACRAZE,QZFPL2100100,Top 200,US,most_streamed
2022-01-20,33,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-01-20,200,Classic,MKTO,USSM11301446,Top 200,US,most_streamed
2022-01-20,9,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-01-20,26,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-01-20,81,Good Days,SZA,,Top 200,US,most_streamed
2022-01-20,152,Flower Shops (feat. Morgan Wallen),ERNEST,,Top 200,US,most_streamed
2022-01-27,96,Do It To It,ACRAZE,QZFPL2100100,Top 200,US,most_streamed
2022-01-27,183,Classic,MKTO,USSM11301446,Top 200,US,most_streamed
2021-10-21,143,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2021-10-21,19,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2021-10-21,120,Classic,MKTO,USSM11301446,Top 200,US,most_streamed
